InvoiceDate,Revenue,Rolling_7_Days,Rolling_30_Days,Rolling_STD
2010-12-01 12:31:00,163.34,742.6400000000001,501.86133333333333,798.1389892117788
2010-12-01 12:35:00,223.9,679.4328571428571,501.7866666666667,822.3401668148911
2010-12-01 12:36:00,95.29,572.7428571428571,493.0213333333333,845.8266743392581
2010-12-01 12:38:00,155.52,533.3900000000001,437.3473333333333,859.8136509926633
2010-12-01 12:40:00,295.5,530.8985714285715,436.5926666666667,860.5838217634308
2010-12-01 12:43:00,313.49,531.6828571428572,444.389,860.3492986129585
2010-12-01 12:48:00,4.95,178.8557142857143,410.398,109.37168049928688
2010-12-01 12:49:00,188.56,182.45857142857145,399.754,109.19062741044083
2010-12-01 12:50:00,203.3,179.5157142857143,384.6853333333334,108.16030461882997
2010-12-01 12:51:00,70.80000000000001,176.0171428571429,372.0866666666667,111.67763469234198
2010-12-01 12:54:00,136.24,173.26285714285717,376.048,112.50211119712164
2010-12-01 12:58:00,301.24,174.08285714285716,374.2816666666667,113.55752825686864
2010-12-01 13:04:00,261.48,166.65285714285716,371.09766666666667,104.23478957211384
2010-12-01 13:17:00,274.93,205.2214285714286,373.842,82.0088723713419
2010-12-01 13:20:00,161.0,201.28428571428574,363.4986666666666,83.588430989211
2010-12-01 13:21:00,200.5,200.8842857142857,359.30199999999996,83.58387680590532
2010-12-01 13:23:00,939.59,324.9971428571429,378.85033333333337,277.7450235206316
2010-12-01 13:24:00,1919.1399999999999,579.6971428571429,442.0816666666667,647.3550479377419
2010-12-01 13:31:00,156.1,558.9628571428572,421.1813333333333,659.961884422484
2010-12-01 13:33:00,115.65,538.13,417.302,673.0886911346329
2010-12-01 13:38:00,194.85000000000002,526.6899999999999,408.6816666666666,678.9625811977171
2010-12-01 13:45:00,165.04999999999998,527.2685714285715,401.15700000000004,678.6006545686147
2010-12-01 13:51:00,369.5,551.4114285714286,405.95033333333333,667.9603494077716
2010-12-01 13:54:00,255.0,453.61285714285714,406.6686666666667,651.5687963091921
2010-12-01 14:03:00,487.75,249.12857142857143,400.7153333333334,134.13311440860642
2010-12-01 14:05:00,555.38,306.16857142857145,391.1573333333333,168.4789034695016
2010-12-01 14:11:00,787.4,402.1328571428571,403.03766666666667,224.0287177807259
2010-12-01 14:34:00,134.11,393.4557142857143,397.07666666666665,234.33459616946175
2010-12-01 14:38:00,101.55,384.38428571428574,390.19499999999994,245.60807457255564
2010-12-01 14:41:00,532.43,407.65999999999997,325.4513333333333,251.60936561794875
2010-12-01 14:54:00,204.95,400.50999999999993,326.8383333333333,257.3169408207188
2010-12-01 15:00:00,799.4,445.03142857142853,346.02166666666665,298.5797937698045
2010-12-01 15:06:00,322.40000000000003,411.74857142857144,353.592,297.21114253610847
2010-12-01 15:08:00,532.59,375.3471428571429,366.161,256.3266101880102
2010-12-01 15:21:00,116.25,372.79571428571427,360.186,259.2008193053628
2010-12-01 15:27:00,251.40000000000003,394.2028571428571,358.11633333333333,238.42022073880977
2010-12-01 15:28:00,5.04,318.8614285714285,358.1193333333333,268.84688340072984
2010-12-01 15:35:00,656.09,383.31,373.70366666666666,290.21367059461534
2010-12-01 15:37:00,294.62,311.1985714285715,376.7476666666666,224.97350536071048
2010-12-01 15:40:00,442.34999999999997,328.3342857142857,389.13266666666664,230.46990583422817
2010-12-01 15:45:00,143.12,272.6957142857143,389.362,219.70155718285505
2010-12-01 15:46:00,17.85,258.6385714285714,379.9156666666667,234.058574964229
2010-12-01 16:01:00,1552.98,444.5785714285715,422.9656666666667,541.9028281106177
2010-12-01 16:11:00,2558.42,809.3471428571429,499.08200000000005,922.4686720193499
2010-12-01 16:13:00,497.0,786.62,510.28200000000004,928.8117884157156
2010-12-01 16:15:00,279.6,784.4742857142858,512.9186666666667,930.1542059941305
2010-12-01 16:16:00,315.96000000000004,766.4185714285715,492.13100000000003,939.0860476092091
2010-12-01 16:17:00,97.19999999999999,759.8585714285715,431.39966666666675,944.3116347270918
2010-12-01 16:19:00,330.0,804.4514285714287,437.19633333333337,910.1857678413527
2010-12-01 16:21:00,502.03999999999996,654.3171428571429,450.076,850.8823181011245
2010-12-01 16:22:00,1132.8000000000002,450.6571428571429,481.34100000000007,330.90801852449835
2010-12-01 16:24:00,19.9,382.5,476.50266666666664,366.9439065216011
2010-12-01 16:25:00,344.2,391.72857142857146,475.6593333333333,364.73033359952285
2010-12-01 16:33:00,311.81,391.1357142857143,477.553,364.87736267852836
2010-12-01 16:49:00,277.05,416.82857142857137,470.5296666666666,346.6048240878257
2010-12-01 16:52:00,205.86,399.0942857142857,458.879,354.8653330423223
2010-12-01 16:57:00,159.26,350.1257142857143,437.94100000000003,361.8732847216527
2010-12-01 16:58:00,39.06,193.87714285714284,434.7726666666667,128.4530872490406
2010-12-01 17:15:00,81.75,202.7128571428571,434.1126666666667,116.01661859611454
2010-12-01 17:22:00,79.5,164.89857142857142,419.01500000000004,104.81133040350403
2010-12-01 17:24:00,349.15,170.23285714285717,423.82166666666666,114.07521549607654
2010-12-01 17:35:00,102.78999999999999,145.33857142857144,400.60133333333334,105.57737090692848
2010-12-02 07:48:00,160.6,138.87285714285716,395.20799999999997,102.59704117148289
2010-12-02 07:49:00,306.4,159.89285714285714,387.66833333333335,120.9088791493121
2010-12-02 08:32:00,251.62,190.25857142857143,392.1806666666667,111.85742076837143
2010-12-02 08:33:00,22.200000000000003,181.75142857142856,384.5406666666667,123.17701928912102
2010-12-02 08:34:00,163.76,193.78857142857143,389.83133333333336,115.39031999097308
2010-12-02 08:40:00,22.200000000000003,147.08142857142857,368.70166666666665,107.95378616620701
2010-12-02 08:43:00,184.5,158.75428571428571,365.031,106.77761108290225
2010-12-02 08:52:00,272.65000000000003,174.76142857142855,359.3743333333333,115.16942308740556
2010-12-02 09:29:00,303.97,174.41428571428574,364.736,114.7092512771814
2010-12-02 09:37:00,38.1,143.91142857142856,365.411,119.06382468079526
2010-12-02 09:41:00,244.46,175.66285714285712,321.79366666666664,110.52634447863385
2010-12-02 09:42:00,22.200000000000003,155.44,237.253,125.06189121124562
2010-12-02 09:43:00,259.65000000000003,189.36142857142858,229.34133333333335,114.66984715965731
2010-12-02 09:44:00,437.93,225.56571428571434,234.61900000000003,148.0329311174991
2010-12-02 10:09:00,286.92,227.6042857142857,233.651,148.88520195743058
2010-12-02 10:10:00,244.08,219.04857142857145,238.54700000000003,145.44652240927766
2010-12-02 10:17:00,1875.24,481.4971428571429,290.055,626.4983425547188
2010-12-02 10:18:00,97.19999999999999,460.46,276.5603333333333,638.1484671297112
2010-12-02 10:27:00,485.25,526.61,254.97533333333334,608.4560728598246
2010-12-02 10:35:00,350.06,539.5257142857143,265.98066666666665,602.7779174747847
2010-12-02 10:39:00,768.38,586.7328571428571,280.12,606.4239855281202
2010-12-02 10:45:00,610.64,632.9785714285715,290.081,591.9196793605413
2010-12-02 10:46:00,12.600000000000001,599.91,281.26599999999996,622.9213702386523
2010-12-02 10:53:00,306.2,375.76142857142855,284.61066666666665,269.6562879190579
2010-12-02 10:54:00,230.56,394.8128571428571,286.98733333333337,250.74335103941706
2010-12-02 10:55:00,22.200000000000003,328.6628571428572,286.42533333333336,282.03548108434217
2010-12-02 10:56:00,244.46,313.57714285714286,291.84900000000005,283.52051881738
2010-12-02 10:58:00,22.200000000000003,206.98,289.939,216.3398761208855
2010-12-02 11:02:00,312.8,164.43142857142857,288.7273333333333,139.28475765239273
2010-12-02 11:20:00,204.15,191.7957142857143,292.106,122.25970688894807
2010-12-02 11:21:00,193.78,175.7357142857143,293.21200000000005,111.65030763611071
2010-12-02 11:22:00,572.38,224.56714285714287,302.07800000000003,188.15958445906924
2010-12-02 11:23:00,106.2,236.56714285714287,297.23066666666665,175.3446583840227
2010-12-02 11:35:00,219.66,233.02428571428572,303.8126666666667,175.40913448821544
2010-12-02 11:41:00,1056.63,380.80000000000007,333.575,333.0730770166414
2010-12-02 11:45:00,288.5,377.3285714285715,342.45166666666665,334.02519418094687
2010-12-02 11:46:00,4.25,348.77142857142866,336.4433333333333,358.9162418739957
2010-12-02 11:57:00,223.7,353.0457142857143,334.81166666666667,356.93553217432924
2010-12-02 12:07:00,299.40000000000003,314.04857142857145,334.65933333333334,343.64291992457214
2010-12-02 12:09:00,420.5,358.9485714285715,347.406,332.3054685290116
2010-12-02 12:10:00,263.4,365.19714285714286,348.0373333333333,329.6504353965623
2010-12-02 12:11:00,339.84,262.7985714285714,358.62533333333334,129.86003624782282
2010-12-02 12:16:00,127.08,239.73857142857145,354.20633333333336,138.57512768994965
2010-12-02 12:18:00,207.5,268.7742857142857,346.5253333333333,95.65680440288382
2010-12-02 12:22:00,113.92,253.09142857142857,340.75866666666667,111.89864452985653
2010-12-02 12:23:00,380.46,264.6714285714285,345.3046666666667,121.28989672523922
2010-12-02 12:24:00,22.200000000000003,207.77142857142854,283.5366666666667,129.17301981303666
2010-12-02 12:25:00,331.26,217.46571428571428,291.33866666666665,136.3885682962648
2010-12-02 12:26:00,22.200000000000003,172.08857142857144,275.9036666666667,141.62784983052995
2010-12-02 12:28:00,326.0,200.50571428571428,275.1016666666667,150.75416266858062
2010-12-02 12:33:00,199.65,199.38428571428568,256.144,150.72265610021896
2010-12-02 12:47:00,354.54,233.75857142857143,247.60733333333334,155.35010207362544
2010-12-02 12:50:00,329.65000000000003,226.5,258.17566666666664,148.38405922919569
2010-12-02 12:58:00,211.2,253.5,255.00900000000001,119.37306661610677
2010-12-02 12:59:00,824.88,324.01714285714286,274.81966666666665,248.70309907694426
2010-12-02 13:06:00,98.18,334.8714285714286,277.3523333333333,234.59309015318252
2010-12-02 13:08:00,294.5,330.3714285714286,279.0203333333333,235.0932111899857
2010-12-02 13:11:00,202.12,330.7242857142857,285.0176666666667,234.86605160226597
2010-12-02 13:14:00,196.43,308.13714285714286,281.13866666666667,239.74600689857104
2010-12-02 13:32:00,261.76,298.43857142857144,283.059,240.10361905009373
2010-12-02 13:36:00,379.75,322.51714285714286,289.258,238.3418497812397
2010-12-02 13:38:00,341.9,253.51999999999998,281.57533333333333,96.19774685511153
2010-12-02 13:39:00,248.1,274.9371428571429,286.30533333333335,68.57118168110411
2010-12-02 13:44:00,100.2,247.18,282.3233333333333,93.95849491486538
2010-12-02 13:45:00,116.0,234.87714285714284,250.96900000000002,105.74139787145634
2010-12-02 13:49:00,321.79,252.78571428571428,252.07866666666666,108.71836917116727
2010-12-02 14:04:00,434.8,277.5057142857143,266.43033333333335,128.89867879554944
2010-12-02 14:05:00,22.200000000000003,226.42714285714285,259.71366666666665,150.63929707685716
2010-12-02 14:06:00,390.66,233.39285714285714,262.7556666666667,157.8247917485599
2010-12-02 14:07:00,22.200000000000003,201.1214285714286,249.47899999999998,176.32734543348386
2010-12-02 14:09:00,210.24,216.8414285714286,247.70699999999997,170.64396721718336
2010-12-02 14:26:00,311.25,244.73428571428573,246.75400000000002,167.3390199422663
2010-12-02 14:30:00,98.9,212.89285714285714,245.81466666666668,171.38990895171247
2010-12-02 14:40:00,307.68,194.73285714285717,249.15400000000002,149.26504867899567
2010-12-02 14:42:00,452.52,256.20714285714286,260.4406666666667,154.87271017562443
2010-12-02 14:47:00,668.4,295.88428571428574,270.03866666666664,217.83739699273755
2010-12-02 14:49:00,118.38,309.6242857142857,273.24466666666666,200.0008163197629
2010-12-02 15:00:00,138.1,299.31857142857143,266.806,207.68640193238255
2010-12-02 15:03:00,193.23,282.4585714285714,272.507,211.31511149848973
2010-12-02 15:08:00,15.0,270.47285714285715,262.14033333333333,225.37346595627213
2010-12-02 15:14:00,50.400000000000006,233.71857142857144,257.1653333333333,238.86912151696333
2010-12-02 15:18:00,517.95,243.06571428571428,262.6123333333333,249.88417302536692
2010-12-02 15:19:00,4076.48,729.9342857142857,387.5066666666667,1484.8973808522612
2010-12-02 15:20:00,2170.9,1023.1514285714286,452.83,1545.4271731620418
2010-12-02 15:22:00,2730.96,1393.5600000000002,516.366,1607.4279352535011
2010-12-02 15:23:00,324.0,1412.241428571429,523.8933333333333,1591.8370371202009
2010-12-02 15:24:00,192.46,1437.5928571428574,520.492,1567.0968474508768
2010-12-02 15:25:00,97.2,1444.2785714285715,516.9946666666667,1560.2772869421703
2010-12-02 15:26:00,532.01,1446.287142857143,528.1806666666666,1558.8944991319363
2010-12-02 15:27:00,44.400000000000006,870.2757142857143,520.9353333333333,1103.461318697627
2010-12-02 15:28:00,30.0,564.4328571428572,509.27700000000004,971.7185859550476
2010-12-02 15:39:00,170.7,198.68142857142863,503.5703333333333,178.03979484267165
2010-12-02 15:40:00,656.52,246.18428571428578,517.1843333333334,247.75820685076462
2010-12-02 15:46:00,349.04,268.5528571428572,525.479,249.1637020591302
2010-12-02 15:49:00,130.8,273.3528571428572,525.9723333333334,245.61082717138305
2010-12-02 15:55:00,684.46,295.13142857142867,538.0613333333333,277.10812952279207
2010-12-02 16:00:00,183.3,314.9742857142858,529.678,260.6457810168931
2010-12-02 16:12:00,236.97,344.54142857142864,536.837,233.22812597888029
2010-12-02 16:29:00,197.3,348.3414285714287,530.3916666666667,230.119631382506
2010-12-02 16:33:00,22.5,257.7671428571429,530.4016666666668,212.72163521954624
2010-12-02 16:34:00,1714.25,452.797142857143,580.5353333333334,594.1741659568155
2010-12-02 16:38:00,406.56,492.1914285714287,583.7123333333333,578.1940248287077
2010-12-02 16:42:00,45.12,400.85714285714295,581.9196666666667,593.065760623399
2010-12-02 16:46:00,247.8,410.0714285714287,579.9236666666667,589.6132963909088
2010-12-02 16:48:00,1003.2,519.5328571428572,598.2796666666667,622.3380382266623
2010-12-02 16:50:00,303.96,534.7700000000001,586.1316666666667,614.3886191165988
2010-12-02 16:51:00,527.85,606.9628571428573,599.7806666666667,572.4195612984796
2010-12-02 16:59:00,189.8,389.18428571428586,601.5040000000001,311.430145824987
2010-12-02 17:12:00,308.28000000000003,375.14428571428573,605.339,312.7288898208362
2010-12-02 17:17:00,143.45000000000002,389.1914285714287,609.6206666666668,297.2600176292695
2010-12-02 17:22:00,50.550000000000004,361.01285714285723,609.6256666666667,321.2759370444833
2010-12-02 17:24:00,408.0,275.98428571428576,605.9606666666666,162.5340096571775
2010-12-02 17:38:00,2002.4,518.6185714285715,536.8246666666666,674.0589276274641
2010-12-02 17:40:00,569.4,524.5542857142858,483.4413333333333,674.3366534073115
2010-12-02 17:41:00,164.8,520.9828571428571,397.9026666666667,676.4679052922447
2010-12-02 17:48:00,438.1,539.5285714285716,401.706,671.4254015755984
2010-12-02 17:51:00,35.400000000000006,524.0928571428572,396.4706666666667,683.1876233440396
2010-12-02 18:06:00,295.0,559.0142857142857,403.064,660.8297976246021
2010-12-02 18:08:00,263.3,538.3428571428573,394.107,668.5589723605619
2010-12-02 18:15:00,308.68,296.3828571428572,402.91633333333334,173.82741265541964
2010-12-02 18:23:00,37.2,220.3542857142858,403.1563333333333,149.1480270131194
2010-12-02 18:25:00,623.73,285.9157142857144,418.25733333333335,209.36745432032362
2010-12-02 18:27:00,548.77,301.7257142857144,414.6656666666667,226.27085965402787
2010-12-02 18:45:00,263.62,334.32857142857154,411.8183333333333,195.90518407541023
2010-12-02 18:46:00,34.9,297.1714285714287,408.62166666666667,226.83298073168373
2010-12-02 18:49:00,189.3,286.6000000000001,392.1163333333334,230.3714003516959
2010-12-02 19:18:00,127.55,260.7242857142858,390.258,237.5389092939782
2010-12-02 19:59:00,402.0,312.83857142857147,395.759,219.67128104121176
2010-12-03 09:31:00,215.57999999999998,254.53142857142865,396.3683333333333,172.5014585859699
2010-12-03 09:39:00,534.0,252.42142857142863,413.4183333333333,168.34275555431674
2010-12-03 09:45:00,397.5,271.5471428571429,369.52666666666664,177.19929145026953
2010-12-03 09:49:00,1368.4,462.047142857143,401.58799999999997,424.54880036395986
2010-12-03 09:51:00,89.14,447.7385714285715,403.0553333333334,436.7847849314583
2010-12-03 10:26:00,754.87,537.3557142857144,419.9576666666666,424.318287996844
2010-12-03 10:33:00,128.03,498.21714285714296,390.7853333333333,450.69938868068607
2010-12-03 10:36:00,303.4,510.76285714285723,390.76666666666665,442.6714044192119
2010-12-03 10:43:00,548.65,512.8557142857143,391.46,442.83417591905214
2010-12-03 10:44:00,303.5,499.42714285714294,395.25,448.3066719599551
2010-12-03 11:19:00,112.27,319.98,388.71633333333335,250.08036041774255
2010-12-03 11:35:00,217.26,338.2828571428572,391.1766666666667,234.57779475150144
2010-12-03 11:42:00,39.75,236.12285714285719,390.81666666666666,169.64708993617
2010-12-03 11:48:00,322.2,263.86142857142863,387.95666666666665,164.83325973324415
2010-12-03 12:05:00,1680.88,460.6442857142858,377.2393333333333,562.4846522604619
2010-12-03 12:11:00,187.51,409.05285714285725,364.5096666666667,569.5845719971217
2010-12-03 12:20:00,620.0,454.26714285714297,379.683,572.3644640062346
2010-12-03 12:24:00,294.01,480.2300000000001,374.88000000000005,558.2126677172431
2010-12-03 12:28:00,841.94,569.47,401.76466666666664,559.0978975695293
2010-12-03 12:29:00,686.4,661.8485714285715,414.8113333333333,508.0806198635739
2010-12-03 12:41:00,425.0,676.5342857142858,420.20133333333337,498.01303529985285
2010-12-03 12:43:00,1096.65,593.0728571428572,446.467,318.10064684594823
2010-12-03 12:48:00,225.65,598.5214285714286,452.7486666666667,310.2253604198409
2010-12-03 12:57:00,76.5,520.8785714285715,434.50766666666664,366.8071235871612
2010-12-03 13:09:00,534.0,555.1628571428572,434.01533333333333,353.02495968011107
2010-12-03 13:10:00,528.0,510.3142857142858,442.82800000000003,329.69093192752405
2010-12-03 13:12:00,1314.0,599.9714285714288,485.4646666666667,449.2238471864038
2010-12-03 13:40:00,248.16,574.7085714285715,487.4266666666666,465.38535754177616
2010-12-03 13:42:00,230.25,450.93714285714293,490.85,416.0317441700141
2010-12-03 13:43:00,736.28,523.8842857142857,501.9926666666667,414.71108874561406
2010-12-03 13:59:00,336.24,560.99,506.0146666666667,378.00607653846134
2010-12-03 14:04:00,1705.65,728.3685714285714,545.0696666666666,573.1114661340207
2010-12-03 14:18:00,258.58,689.8800000000001,540.439,597.3447723328081
2010-12-03 14:26:00,688.86,600.5742857142858,517.7876666666667,531.5968638563492
2010-12-03 14:30:00,175.53,590.1985714285714,520.6673333333333,540.2599037941092
2010-12-03 14:35:00,339.54,605.8114285714286,506.82300000000004,529.5981177719763
2010-12-03 14:40:00,458.44,566.1200000000001,517.8366666666667,528.6008925140666
2010-12-03 14:54:00,272.01,556.9442857142858,516.7903333333334,533.7883386654669
2010-12-03 15:05:00,254.39000000000001,349.6214285714286,506.9816666666667,173.5486728489164
2010-12-03 15:10:00,115.7,329.2100000000001,500.7216666666667,193.31716564582285
2010-12-03 15:14:00,131.8,249.63000000000008,501.3726666666667,122.14807270959248
2010-12-03 15:16:00,91.8,237.6685714285715,497.1906666666667,134.12610887129176
2010-12-03 15:19:00,110.35000000000001,204.9271428571429,499.544,133.08337057578146
2010-12-03 15:25:00,98.5,153.50714285714295,492.08733333333333,76.17628058530295
2010-12-03 15:45:00,427.8,175.76285714285723,450.31800000000004,124.19298218422324
2010-12-03 16:02:00,122.15,156.87142857142865,448.13933333333335,120.23400051962697
2010-12-03 16:35:00,346.1,189.78571428571436,439.00933333333336,137.3961447611954
2010-12-03 16:44:00,246.3,206.1428571428572,437.419,136.1523853034194
2010-12-03 16:45:00,135.0,212.31428571428577,413.8543333333334,130.98679549954394
2010-12-03 17:20:00,2355.1800000000003,533.0042857142859,469.4803333333333,812.8681181236635
2010-12-03 17:21:00,11.6,520.59,455.70033333333333,821.2304912142519
2010-12-03 17:28:00,135.32999999999998,478.8085714285715,423.65633333333335,834.0775930417308
2010-12-05 10:03:00,256.90000000000003,498.0585714285715,424.69800000000004,825.9899845322706
2010-12-05 10:12:00,535.75,525.1514285714286,440.0063333333334,823.280815121803
2010-12-05 10:27:00,734.3999999999999,594.8800000000001,446.6863333333333,816.3679861639202
2010-12-05 10:36:00,155.64000000000001,597.8285714285715,434.2743333333334,814.4652067139641
2010-12-05 10:45:00,230.66,294.3257142857143,398.16300000000007,252.27374812936705
2010-12-05 10:52:00,431.45,354.3042857142858,404.2726666666667,221.938242525346
2010-12-05 10:54:00,118.88,351.95428571428573,400.5603333333334,224.71303921944383
2010-12-05 10:58:00,277.45,354.89000000000004,385.26599999999996,223.3946218391747
2010-12-05 11:02:00,326.6,325.0114285714286,384.94466666666665,208.6751157843701
2010-12-05 11:03:00,5.9,220.94000000000005,328.28633333333335,141.23791358319693
2010-12-05 11:04:00,277.65000000000003,238.3700000000001,328.9220000000001,139.3521852477908
2010-12-05 11:10:00,555.84,284.8242857142858,324.48800000000006,183.5465160712837
2010-12-05 11:12:00,317.29,268.51571428571435,329.2133333333333,173.12282603758334
2010-12-05 11:15:00,552.24,330.42428571428576,336.30333333333334,187.5762077003353
2010-12-05 11:38:00,275.8,330.1885714285715,330.2153333333334,187.65489197181512
2010-12-05 11:40:00,152.05,305.2528571428572,326.21666666666664,199.43841770617837
2010-12-05 11:45:00,273.29,343.4514285714286,326.8466666666667,152.67048933663287
2010-12-05 11:49:00,274.67,343.02571428571434,332.14566666666667,152.8885531857742
2010-12-05 11:51:00,351.43,313.8242857142858,339.46666666666664,121.8339758109616
2010-12-05 11:54:00,125.43,286.4157142857144,340.5876666666666,140.99816380094927
2010-12-05 11:57:00,1554.37,429.5771428571429,388.7216666666667,502.13909934447184
2010-12-05 11:59:00,179.64000000000001,415.84000000000003,391.4263333333334,508.3244129162673
2010-12-05 12:00:00,1145.06,557.6985714285714,415.335,558.5206526897224
2010-12-05 12:01:00,438.0,581.2285714285715,425.86333333333334,547.9105466962226
2010-12-05 12:02:00,15.0,544.1328571428572,414.82666666666665,579.9769817764127
2010-12-05 12:08:00,177.89,519.3414285714287,412.5463333333334,593.1465433159163
2010-12-05 12:09:00,204.0,530.5657142857143,414.84633333333335,585.1394480479896
2010-12-05 12:13:00,880.11,434.24285714285725,365.6773333333333,420.98859536074224
2010-12-05 12:15:00,512.86,481.84571428571434,382.386,405.97294671185415
2010-12-05 12:23:00,114.65,334.6442857142858,381.69666666666666,297.82150151039474
2010-12-05 12:26:00,529.4,347.7014285714286,390.78,305.02454608487983
2010-12-05 12:29:00,186.88,372.25571428571436,379.151,279.6404664837322
2010-12-05 12:34:00,163.49,370.1985714285715,360.1206666666667,281.35630218808615
2010-12-05 12:35:00,722.36,444.25000000000006,379.0113333333333,298.04323534234857
2010-12-05 12:42:00,267.46000000000004,356.72857142857146,380.238,231.17070968071832
2010-12-05 12:43:00,535.6,359.9771428571429,383.7096666666667,233.8744230503714
2010-12-05 12:44:00,273.3,382.6414285714286,388.85699999999997,212.88310786506042
2010-12-05 12:47:00,33.15,311.74857142857155,380.7136666666667,237.11491787939798
2010-12-05 12:53:00,65.57,294.4185714285715,372.0126666666667,251.74402749807916
2010-12-05 12:57:00,559.1,350.93428571428575,390.45266666666674,261.6633073154112
2010-12-05 13:00:00,329.03000000000003,294.7442857142858,392.1653333333333,204.62471428260898
2010-12-05 13:03:00,606.0500000000001,343.11428571428576,393.839,234.88183531705047
2010-12-05 13:05:00,1026.77,413.2814285714286,417.48833333333334,348.0630329135135
2010-12-05 13:08:00,236.25,407.98857142857145,406.95533333333333,350.81725425205866
2010-12-05 13:10:00,184.8,429.6528571428572,403.92199999999997,327.7347174527146
2010-12-05 13:17:00,292.95,462.1357142857144,408.6186666666666,295.2980591344491
2010-12-05 13:18:00,283.15,422.7142857142858,408.94733333333335,298.59703402507637
2010-12-05 13:21:00,384.71999999999997,430.6700000000001,412.61566666666664,296.41887563604064
2010-12-05 13:26:00,128.55,362.4557142857143,405.1863333333333,304.1739983330363
2010-12-05 13:29:00,806.28,330.9571428571429,427.8813333333334,225.03789826858957
2010-12-05 13:42:00,205.65,326.58571428571435,382.924,227.46831477938338
2010-12-05 13:49:00,429.40000000000003,361.52857142857147,391.2493333333333,220.74554396624544
2010-12-05 13:53:00,271.2,358.42142857142863,362.1206666666667,222.0211030081456
2010-12-05 13:55:00,1018.21,463.43,381.46100000000007,328.6912917414574
2010-12-05 14:02:00,286.5,449.39857142857153,390.5110000000001,334.65369799384194
2010-12-05 14:03:00,85.5,443.24857142857155,387.43133333333327,341.8508915901107
2010-12-05 14:06:00,151.44,349.7000000000001,385.6793333333333,314.4501206338899
2010-12-05 14:17:00,111.65,336.27142857142866,360.064,323.50383420853035
2010-12-05 14:19:00,1631.3,507.9714285714286,397.3453333333334,590.1960443341011
