ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-09,12047.163129424756,-9898.932486472182,23454.370231603876,12047.163129424756,12047.163129424756,-5195.2672762247685,-5195.2672762247685,-5195.2672762247685,-8713.22074056442,-8713.22074056442,-8713.22074056442,3517.95346433965,3517.95346433965,3517.95346433965,0.0,0.0,0.0,6851.895853199988
2011-01-10,12123.450773854853,2356.2319471990227,34816.69345395958,12123.450773854853,12123.450773854853,7135.162670985159,7135.162670985159,7135.162670985159,2104.7634235421383,2104.7634235421383,2104.7634235421383,5030.39924744302,5030.39924744302,5030.39924744302,0.0,0.0,0.0,19258.61344484001
2011-01-11,12199.738418284947,10807.181731039935,43363.24359017497,12199.738418284947,12199.738418284947,14816.205199189222,14816.205199189222,14816.205199189222,8322.77942803173,8322.77942803173,8322.77942803173,6493.425771157493,6493.425771157493,6493.425771157493,0.0,0.0,0.0,27015.94361747417
2011-01-12,12276.026062715044,9659.997778170431,41899.25627723157,12276.026062715044,12276.026062715044,13440.300073343904,13440.300073343904,13440.300073343904,5569.37257978926,5569.37257978926,5569.37257978926,7870.927493554644,7870.927493554644,7870.927493554644,0.0,0.0,0.0,25716.326136058946
2011-01-13,12352.31370714514,17032.208521611894,50247.83238333019,12352.31370714514,12352.31370714514,21793.36357319637,21793.36357319637,21793.36357319637,12663.882641554948,12663.882641554948,12663.882641554948,9129.48093164142,9129.48093164142,9129.48093164142,0.0,0.0,0.0,34145.67728034151
2011-01-14,12428.601351575235,10398.04806715641,42388.47331597655,12428.601351575235,12428.601351575235,13732.421140322867,13732.421140322867,13732.421140322867,3493.259943438909,3493.259943438909,3493.259943438909,10239.161196883957,10239.161196883957,10239.161196883957,0.0,0.0,0.0,26161.022491898104
2011-01-15,12504.888996005331,-16248.549423121873,16456.371895539058,12504.888996005331,12504.888996005331,-12266.577410978509,-12266.577410978509,-12266.577410978509,-23440.83727574004,-23440.83727574004,-23440.83727574004,11174.259864761529,11174.259864761529,11174.259864761529,0.0,0.0,0.0,238.31158502682229
2011-01-16,12581.176640435428,-1186.5815861789133,33422.71402966541,12581.176640435428,12581.176640435428,3200.6651963435384,3200.6651963435384,3200.6651963435384,-8713.220740549006,-8713.220740549006,-8713.220740549006,11913.885936892546,11913.885936892546,11913.885936892546,0.0,0.0,0.0,15781.841836778965
2011-01-17,12657.464284865522,10626.765696280814,43396.138879878126,12657.464284865522,12657.464284865522,14547.198322177657,14547.198322177657,14547.198322177657,2104.7634235393584,2104.7634235393584,2104.7634235393584,12442.434898638297,12442.434898638297,12442.434898638297,0.0,0.0,0.0,27204.66260704318
2011-01-18,12733.751929295619,18157.59439987925,49284.11912062738,12733.751929295619,12733.751929295619,21072.69393993268,21072.69393993268,21072.69393993268,8322.779428022977,8322.779428022977,8322.779428022977,12749.914511909701,12749.914511909701,12749.914511909701,0.0,0.0,0.0,33806.4458692283
2011-01-19,12810.03957386173,14446.146122670792,47211.505879458164,12810.03957386173,12810.03957386173,18401.4924908766,18401.4924908766,18401.4924908766,5569.372579758006,5569.372579758006,5569.372579758006,12832.119911118594,12832.119911118594,12832.119911118594,0.0,0.0,0.0,31211.53206473833
2011-01-20,12886.327218427843,20280.638664600865,55566.20991868142,12886.327218427843,12886.327218427843,25354.537322380067,25354.537322380067,25354.537322380067,12663.882641575397,12663.882641575397,12663.882641575397,12690.654680804666,12690.654680804666,12690.654680804666,0.0,0.0,0.0,38240.86454080791
2011-01-21,12962.614862993956,12395.14764261503,45827.83112590392,12962.614862993956,12962.614862993956,15826.058716046697,15826.058716046697,15826.058716046697,3493.259943426329,3493.259943426329,3493.259943426329,12332.798772620368,12332.798772620368,12332.798772620368,0.0,0.0,0.0,28788.673579040653
2011-01-22,13038.90250756007,-14533.37583257661,18192.478900585986,13038.90250756007,13038.90250756007,-11669.609023861414,-11669.609023861414,-11669.609023861414,-23440.83727574981,-23440.83727574981,-23440.83727574981,11771.228251888395,11771.228251888395,11771.228251888395,0.0,0.0,0.0,1369.293483698655
2011-01-23,13115.19015212618,-1017.6598791435077,31153.445445664816,13115.19015212618,13115.19015212618,2310.3750958227765,2310.3750958227765,2310.3750958227765,-8713.220740535227,-8713.220740535227,-8713.220740535227,11023.595836358005,11023.595836358005,11023.595836358005,0.0,0.0,0.0,15425.565247948958
2011-01-24,13191.477796692292,9617.082678546416,41164.18260848449,13191.477796692292,13191.477796692292,12216.74831671843,12216.74831671843,12216.74831671843,2104.763423522141,2104.763423522141,2104.763423522141,10111.984893196288,10111.984893196288,10111.984893196288,0.0,0.0,0.0,25408.22611341072
2011-01-25,13267.765441258403,14466.625609504754,46865.66103016312,13267.765441258403,13267.765441258403,17385.032322109917,17385.032322109917,17385.032322109917,8322.779428046897,8322.779428046897,8322.779428046897,9062.252894063022,9062.252894063022,9062.252894063022,0.0,0.0,0.0,30652.79776336832
2011-01-26,13344.053085824517,9840.37046226495,43547.41603467574,13344.053085824517,13344.053085824517,13472.655781745116,13472.655781745116,13472.655781745116,5569.372579769831,5569.372579769831,5569.372579769831,7903.283201975287,7903.283201975287,7903.283201975287,0.0,0.0,0.0,26816.708867569632
2011-01-27,13420.340730390628,16839.67927568491,48236.82877495268,13420.340730390628,13420.340730390628,19330.04904222645,19330.04904222645,19330.04904222645,12663.882641597484,12663.882641597484,12663.882641597484,6666.166400628964,6666.166400628964,6666.166400628964,0.0,0.0,0.0,32750.389772617076
2011-01-28,13496.628374956743,6307.44671028246,38184.067210525805,13496.628374956743,13496.628374956743,8876.594058550394,8876.594058550394,8876.594058550394,3493.2599433917953,3493.2599433917953,3493.2599433917953,5383.334115158598,5383.334115158598,5383.334115158598,0.0,0.0,0.0,22373.222433507137
2011-01-29,13572.916019522854,-21820.103652452824,11007.350966784637,13572.916019522854,13572.916019522854,-19353.167907567396,-19353.167907567396,-19353.167907567396,-23440.83727575957,-23440.83727575957,-23440.83727575957,4087.6693681921734,4087.6693681921734,4087.6693681921734,0.0,0.0,0.0,-5780.251888044542
2011-01-30,13649.203664088966,-8017.921805988725,25351.636381528482,13649.203664088966,13649.203664088966,-5901.60280090764,-5901.60280090764,-5901.60280090764,-8713.22074056052,-8713.22074056052,-8713.22074056052,2811.61793965288,2811.61793965288,2811.61793965288,0.0,0.0,0.0,7747.600863181326
2011-01-31,13725.491305215828,266.23263455610845,33688.14169568559,13725.491305215828,13725.491305215828,3691.088368859749,3691.088368859749,3691.088368859749,2104.7634235193627,2104.7634235193627,2104.7634235193627,1586.3249453403866,1586.3249453403866,1586.3249453403866,0.0,0.0,0.0,17416.579674075576
2011-02-01,13801.77894634269,6235.416806364848,39443.032763816664,13801.77894634269,13801.77894634269,8763.599356915596,8763.599356915596,8763.599356915596,8322.779428038144,8322.779428038144,8322.779428038144,440.81992887745236,440.81992887745236,440.81992887745236,0.0,0.0,0.0,22565.378303258287
2011-02-02,13878.066587469553,1289.2757285215378,34942.762072911486,13878.066587469553,13878.066587469553,4970.64478358414,4970.64478358414,4970.64478358414,5569.372579781654,5569.372579781654,5569.372579781654,-598.7277961975145,-598.7277961975145,-598.7277961975145,0.0,0.0,0.0,18848.711371053694
2011-02-03,13954.35422859642,8810.58147098761,41776.71910333416,13954.35422859642,13954.35422859642,11154.218676066856,11154.218676066856,11154.218676066856,12663.882641534454,12663.882641534454,12663.882641534454,-1509.663965467596,-1509.663965467596,-1509.663965467596,0.0,0.0,0.0,25108.572904663277
2011-02-04,14030.641869723282,-915.8931160158234,31865.027714004846,14030.641869723282,14030.641869723282,1219.862513927859,1219.862513927859,1219.862513927859,3493.259943449572,3493.259943449572,3493.259943449572,-2273.3974295217126,-2273.3974295217126,-2273.3974295217126,0.0,0.0,0.0,15250.504383651141
2011-02-05,14106.929510850146,-28559.982548243508,3310.1443906716927,14106.929510850146,14106.929510850146,-26316.664951285467,-26316.664951285467,-26316.664951285467,-23440.837275738068,-23440.837275738068,-23440.837275738068,-2875.8276755474,-2875.8276755474,-2875.8276755474,0.0,0.0,0.0,-12209.735440435321
2011-02-06,14183.217151977009,-13525.860590548304,19559.980233678045,14183.217151977009,14183.217151977009,-12020.862235775856,-12020.862235775856,-12020.862235775856,-8713.220740545925,-8713.220740545925,-8713.220740545925,-3307.6414952299315,-3307.6414952299315,-3307.6414952299315,0.0,0.0,0.0,2162.354916201153
2011-02-07,14259.504793103872,-3299.0159628396423,29613.89811806465,14259.504793103872,14259.504793103872,-1459.70880647995,-1459.70880647995,-1459.70880647995,2104.763423529781,2104.763423529781,2104.763423529781,-3564.472230009731,-3564.472230009731,-3564.472230009731,0.0,0.0,0.0,12799.795986623922
2011-02-08,14335.792434230734,3366.7359831563945,35181.98277262957,14335.792434230734,14335.792434230734,4675.8605102079,4675.8605102079,4675.8605102079,8322.779428052361,8322.779428052361,8322.779428052361,-3646.9189178444603,-3646.9189178444603,-3646.9189178444603,0.0,0.0,0.0,19011.652944438632
2011-02-09,14412.080075357597,-728.5599937578547,31947.296611491976,14412.080075357597,14412.080075357597,2008.9459786754212,2008.9459786754212,2008.9459786754212,5569.372579793475,5569.372579793475,5569.372579793475,-3560.4266011180544,-3560.4266011180544,-3560.4266011180544,0.0,0.0,0.0,16421.026054033016
2011-02-10,14488.367716484461,8724.898430589903,39800.065473553455,14488.367716484461,14488.367716484461,9348.849718836225,9348.849718836225,9348.849718836225,12663.882641527076,12663.882641527076,12663.882641527076,-3315.0329226908493,-3315.0329226908493,-3315.0329226908493,0.0,0.0,0.0,23837.217435320686
2011-02-11,14564.655357611324,-1840.5110116389183,31051.784521088335,14564.655357611324,14564.655357611324,568.2701152117717,568.2701152117717,568.2701152117717,3493.259943415039,3493.259943415039,3493.259943415039,-2924.989828203267,-2924.989828203267,-2924.989828203267,0.0,0.0,0.0,15132.925472823095
2011-02-12,14640.943009334622,-27189.380071839558,5346.328234071213,14640.943009334622,14640.943009334622,-25849.10988106691,-25849.10988106691,-25849.10988106691,-23440.837275747836,-23440.837275747836,-23440.837275747836,-2408.272605319078,-2408.272605319078,-2408.272605319078,0.0,0.0,0.0,-11208.166871732288
2011-02-13,14717.230661057923,-12367.014809954113,21285.46733837442,14717.230661057923,14717.230661057923,-10499.21227083154,-10499.21227083154,-10499.21227083154,-8713.220740531327,-8713.220740531327,-8713.220740531327,-1785.991530300212,-1785.991530300212,-1785.991530300212,0.0,0.0,0.0,4218.018390226383
2011-02-14,14793.518312781222,-895.4516101573878,31116.35678038305,14793.518312781222,14793.518312781222,1023.0394469146449,1023.0394469146449,1023.0394469146449,2104.7634235402006,2104.7634235402006,2104.7634235402006,-1081.7239766255555,-1081.7239766255555,-1081.7239766255555,0.0,0.0,0.0,15816.557759695866
2011-02-15,14869.805964504523,7124.272153638487,38909.69948185033,14869.805964504523,14869.805964504523,8001.992528654305,8001.992528654305,8001.992528654305,8322.779428030342,8322.779428030342,8322.779428030342,-320.7868993760385,-320.7868993760385,-320.7868993760385,0.0,0.0,0.0,22871.79849315883
2011-02-16,14946.093616227821,5052.522613352142,37904.30124898304,14946.093616227821,14946.093616227821,6039.901491008882,6039.901491008882,6039.901491008882,5569.372579762223,5569.372579762223,5569.372579762223,470.5289112466608,470.5289112466608,470.5289112466608,0.0,0.0,0.0,20985.995107236704
2011-02-17,15022.381267951121,12380.091662368874,44886.80034267047,15022.381267951121,15022.381267951121,13929.62319293196,13929.62319293196,13929.62319293196,12663.882641549162,12663.882641549162,12663.882641549162,1265.7405513827982,1265.7405513827982,1265.7405513827982,0.0,0.0,0.0,28952.00446088308
2011-02-18,15098.66891967442,4421.204098477116,37086.68385503523,15098.66891967442,15098.66891967442,5532.208162002995,5532.208162002995,5532.208162002995,3493.2599434024587,3493.2599434024587,3493.2599434024587,2038.9482186005364,2038.9482186005364,2038.9482186005364,0.0,0.0,0.0,20630.877081677412
2011-02-19,15174.956571397719,-21585.40729432497,10804.20448044609,15174.956571397719,15174.956571397719,-20675.255423470884,-20675.255423470884,-20675.255423470884,-23440.837275745864,-23440.837275745864,-23440.837275745864,2765.5818522749805,2765.5818522749805,2765.5818522749805,0.0,0.0,0.0,-5500.298852073165
2011-02-20,15251.244223121017,-6046.125383250381,26891.451588827047,15251.244223121017,15251.244223121017,-5290.122574000514,-5290.122574000514,-5290.122574000514,-8713.220740598135,-8713.220740598135,-8713.220740598135,3423.098166597621,3423.098166597621,3423.098166597621,0.0,0.0,0.0,9961.121649120503
2011-02-21,15327.531874844317,4737.447003804879,38025.533664860326,15327.531874844317,15327.531874844317,6096.372091028124,6096.372091028124,6096.372091028124,2104.7634235302016,2104.7634235302016,2104.7634235302016,3991.6086674979215,3991.6086674979215,3991.6086674979215,0.0,0.0,0.0,21423.90396587244
2011-02-22,15403.819526567619,11959.527928973217,43976.334837946706,15403.819526567619,15403.819526567619,12777.200834860934,12777.200834860934,12777.200834860934,8322.779428044558,8322.779428044558,8322.779428044558,4454.421406816375,4454.421406816375,4454.421406816375,0.0,0.0,0.0,28181.020361428553
2011-02-23,15480.107175678626,8145.075048045744,43003.72649813468,15480.107175678626,15480.107175678626,10367.854441678535,10367.854441678535,10367.854441678535,5569.372579774047,5569.372579774047,5569.372579774047,4798.481861904487,4798.481861904487,4798.481861904487,0.0,0.0,0.0,25847.961617357163
2011-02-24,15556.394824789639,16083.727075532157,48817.74629519045,15556.394824789639,15556.394824789639,17678.583999528866,17678.583999528866,17678.583999528866,12663.882641571248,12663.882641571248,12663.882641571248,5014.701357957619,5014.701357957619,5014.701357957619,0.0,0.0,0.0,33234.9788243185
2011-02-25,15632.682473900648,8303.270144692306,39724.566731499384,15632.682473900648,15632.682473900648,8591.424728213879,8591.424728213879,8591.424728213879,3493.25994338988,3493.25994338988,3493.25994338988,5098.164784824,5098.164784824,5098.164784824,0.0,0.0,0.0,24224.107202114526
2011-02-26,15708.97012301166,-18330.49607770501,13228.940703240398,15708.97012301166,15708.97012301166,-18392.62437317255,-18392.62437317255,-18392.62437317255,-23440.83727574783,-23440.83727574783,-23440.83727574783,5048.2129025752765,5048.2129025752765,5048.2129025752765,0.0,0.0,0.0,-2683.654250160891
2011-02-27,15785.25777212267,-5084.3602881313545,26997.02790231676,15785.25777212267,15785.25777212267,-3844.8225623445605,-3844.8225623445605,-3844.8225623445605,-8713.22074058354,-8713.22074058354,-8713.22074058354,4868.398178238979,4868.398178238979,4868.398178238979,0.0,0.0,0.0,11940.435209778108
2011-02-28,15861.54542123368,5627.577592351698,37263.638675751645,15861.54542123368,15861.54542123368,6671.080168515648,6671.080168515648,6671.080168515648,2104.7634235274218,2104.7634235274218,2104.7634235274218,4566.316744988227,4566.316744988227,4566.316744988227,0.0,0.0,0.0,22532.62558974933
2011-03-01,15937.833070344694,12058.702409171598,44937.92391740565,15937.833070344694,15937.833070344694,12476.102048539879,12476.102048539879,12476.102048539879,8322.779428035807,8322.779428035807,8322.779428035807,4153.322620504072,4153.322620504072,4153.322620504072,0.0,0.0,0.0,28413.935118884572
2011-03-02,16014.120719455703,9034.3457137423,40961.04622255836,16014.120719455703,16014.120719455703,9213.506242498052,9213.506242498052,9213.506242498052,5569.372579757679,5569.372579757679,5569.372579757679,3644.133662740373,3644.133662740373,3644.133662740373,0.0,0.0,0.0,25227.626961953756
2011-03-03,16090.408368566716,16394.801810693003,48628.938592673614,16090.408368566716,16090.408368566716,15720.224426186958,15720.224426186958,15720.224426186958,12663.882641563874,12663.882641563874,12663.882641563874,3056.3417846230845,3056.3417846230845,3056.3417846230845,0.0,0.0,0.0,31810.632794753674
2011-03-04,16166.696017677723,5728.771225455783,38534.87120006932,16166.696017677723,16166.696017677723,5903.102553101772,5903.102553101772,5903.102553101772,3493.259943425702,3493.259943425702,3493.259943425702,2409.842609676071,2409.842609676071,2409.842609676071,0.0,0.0,0.0,22069.798570779494
2011-03-05,16242.983666788736,-22820.214976253774,11190.019943459156,16242.983666788736,16242.983666788736,-21714.63532144517,-21714.63532144517,-21714.63532144517,-23440.83727574586,-23440.83727574586,-23440.83727574586,1726.201954300689,1726.201954300689,1726.201954300689,0.0,0.0,0.0,-5471.651654656434
