ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-12-30,11284.168058025656,1332.2542979678087,33211.57596910275,11284.168058025656,11284.168058025656,6332.866506129455,6332.866506129455,6332.866506129455,12663.8826415386,12663.8826415386,12663.8826415386,-6331.016135409145,-6331.016135409145,-6331.016135409145,0.0,0.0,0.0,17617.03456415511
2010-12-31,11360.472649184057,-7068.2435446998215,25488.33025822533,11360.472649184057,11360.472649184057,-2740.7232732407447,-2740.7232732407447,-2740.7232732407447,3493.2599433672635,3493.2599433672635,3493.2599433672635,-6233.983216608008,-6233.983216608008,-6233.983216608008,0.0,0.0,0.0,8619.749375943313
2011-01-01,11436.77724034246,-33540.205706356646,-962.7476475348373,11436.77724034246,11436.77724034246,-29322.40271828328,-29322.40271828328,-29322.40271828328,-23440.83727575178,-23440.83727575178,-23440.83727575178,-5881.5654425315015,-5881.5654425315015,-5881.5654425315015,0.0,0.0,0.0,-17885.62547794082
2011-01-02,11513.081831500862,-18844.146715036033,12742.98843976637,11513.081831500862,11513.081831500862,-14000.020446946599,-14000.020446946599,-14000.020446946599,-8713.220740539124,-8713.220740539124,-8713.220740539124,-5286.799706407478,-5286.799706407478,-5286.799706407478,0.0,0.0,0.0,-2486.938615445737
2011-01-03,11589.386422659263,-5793.419485113531,26086.88740673897,11589.386422659263,11589.386422659263,-2363.679711240214,-2363.679711240214,-2363.679711240214,2104.763423518521,2104.763423518521,2104.763423518521,-4468.443134758735,-4468.443134758735,-4468.443134758735,0.0,0.0,0.0,9225.706711419049
2011-01-04,11665.691013817666,-202.1495202718159,33010.916084579876,11665.691013817666,11665.691013817666,4872.30900691606,4872.30900691606,4872.30900691606,8322.779428040483,8322.779428040483,8322.779428040483,-3450.470421124424,-3450.470421124424,-3450.470421124424,0.0,0.0,0.0,16538.000020733725
2011-01-05,11741.99560497607,-2352.7537501893107,30921.038598947584,11741.99560497607,11741.99560497607,3307.9323327629036,3307.9323327629036,3307.9323327629036,5569.372579749248,5569.372579749248,5569.372579749248,-2261.4402469863444,-2261.4402469863444,-2261.4402469863444,0.0,0.0,0.0,15049.927937738972
2011-01-06,11818.300196134469,7704.360007336404,39338.72724748675,11818.300196134469,11818.300196134469,11730.134881201633,11730.134881201633,11730.134881201633,12663.882641560685,12663.882641560685,12663.882641560685,-933.7477603590542,-933.7477603590542,-933.7477603590542,0.0,0.0,0.0,23548.4350773361
2011-01-07,11894.587840564565,1097.9440074165946,32657.295335263105,11894.587840564565,11894.587840564565,3990.476871285592,3990.476871285592,3990.476871285592,3493.2599434250396,3493.2599434250396,3493.2599434250396,497.2169278605526,497.2169278605526,497.2169278605526,0.0,0.0,0.0,15885.064711850158
2011-01-08,11970.87548499466,-26631.048538897725,7036.987957410379,11970.87548499466,11970.87548499466,-21446.85545200002,-21446.85545200002,-21446.85545200002,-23440.837275730275,-23440.837275730275,-23440.837275730275,1993.9818237302593,1993.9818237302593,1993.9818237302593,0.0,0.0,0.0,-9475.979967005362
2011-01-09,12047.163129424756,-8142.410141561961,22644.402692276984,12047.163129424756,12047.163129424756,-5195.2672762247685,-5195.2672762247685,-5195.2672762247685,-8713.22074056442,-8713.22074056442,-8713.22074056442,3517.95346433965,3517.95346433965,3517.95346433965,0.0,0.0,0.0,6851.895853199988
2011-01-10,12123.450773854853,2926.1004583587855,36007.22133559092,12123.450773854853,12123.450773854853,7135.162670985159,7135.162670985159,7135.162670985159,2104.7634235421383,2104.7634235421383,2104.7634235421383,5030.39924744302,5030.39924744302,5030.39924744302,0.0,0.0,0.0,19258.61344484001
2011-01-11,12199.738418284947,10217.69290982343,43435.076764588826,12199.738418284947,12199.738418284947,14816.205199189222,14816.205199189222,14816.205199189222,8322.77942803173,8322.77942803173,8322.77942803173,6493.425771157493,6493.425771157493,6493.425771157493,0.0,0.0,0.0,27015.94361747417
2011-01-12,12276.026062715044,8829.24374110463,42485.137733422416,12276.026062715044,12276.026062715044,13440.300073343904,13440.300073343904,13440.300073343904,5569.37257978926,5569.37257978926,5569.37257978926,7870.927493554644,7870.927493554644,7870.927493554644,0.0,0.0,0.0,25716.326136058946
2011-01-13,12352.31370714514,16846.409931156883,51735.74652314337,12352.31370714514,12352.31370714514,21793.36357319637,21793.36357319637,21793.36357319637,12663.882641554948,12663.882641554948,12663.882641554948,9129.48093164142,9129.48093164142,9129.48093164142,0.0,0.0,0.0,34145.67728034151
2011-01-14,12428.601351575235,9369.937084477606,42451.82710252271,12428.601351575235,12428.601351575235,13732.421140322867,13732.421140322867,13732.421140322867,3493.259943438909,3493.259943438909,3493.259943438909,10239.161196883957,10239.161196883957,10239.161196883957,0.0,0.0,0.0,26161.022491898104
2011-01-15,12504.888996005331,-15654.081420082866,16573.284693484955,12504.888996005331,12504.888996005331,-12266.577410978509,-12266.577410978509,-12266.577410978509,-23440.83727574004,-23440.83727574004,-23440.83727574004,11174.259864761529,11174.259864761529,11174.259864761529,0.0,0.0,0.0,238.31158502682229
2011-01-16,12581.176640435428,-1145.1858874248728,32445.43718334667,12581.176640435428,12581.176640435428,3200.6651963435384,3200.6651963435384,3200.6651963435384,-8713.220740549006,-8713.220740549006,-8713.220740549006,11913.885936892546,11913.885936892546,11913.885936892546,0.0,0.0,0.0,15781.841836778965
2011-01-17,12657.464284865522,9702.3467170477,43227.597103968095,12657.464284865522,12657.464284865522,14547.198322177657,14547.198322177657,14547.198322177657,2104.7634235393584,2104.7634235393584,2104.7634235393584,12442.434898638297,12442.434898638297,12442.434898638297,0.0,0.0,0.0,27204.66260704318
2011-01-18,12733.751929295619,18011.355870446005,49919.54771451491,12733.751929295619,12733.751929295619,21072.69393993268,21072.69393993268,21072.69393993268,8322.779428022977,8322.779428022977,8322.779428022977,12749.914511909701,12749.914511909701,12749.914511909701,0.0,0.0,0.0,33806.4458692283
2011-01-19,12810.03957386173,14966.36192018149,46990.64832449999,12810.03957386173,12810.03957386173,18401.4924908766,18401.4924908766,18401.4924908766,5569.372579758006,5569.372579758006,5569.372579758006,12832.119911118594,12832.119911118594,12832.119911118594,0.0,0.0,0.0,31211.53206473833
2011-01-20,12886.327218427843,22127.193603142285,54931.81150195367,12886.327218427843,12886.327218427843,25354.537322380067,25354.537322380067,25354.537322380067,12663.882641575397,12663.882641575397,12663.882641575397,12690.654680804666,12690.654680804666,12690.654680804666,0.0,0.0,0.0,38240.86454080791
2011-01-21,12962.614862993956,11949.38793380405,45984.911759787305,12962.614862993956,12962.614862993956,15826.058716046697,15826.058716046697,15826.058716046697,3493.259943426329,3493.259943426329,3493.259943426329,12332.798772620368,12332.798772620368,12332.798772620368,0.0,0.0,0.0,28788.673579040653
2011-01-22,13038.90250756007,-14644.208123584913,17016.41767837986,13038.90250756007,13038.90250756007,-11669.609023861414,-11669.609023861414,-11669.609023861414,-23440.83727574981,-23440.83727574981,-23440.83727574981,11771.228251888395,11771.228251888395,11771.228251888395,0.0,0.0,0.0,1369.293483698655
2011-01-23,13115.19015212618,-1721.9092858474073,31431.917187107247,13115.19015212618,13115.19015212618,2310.3750958227765,2310.3750958227765,2310.3750958227765,-8713.220740535227,-8713.220740535227,-8713.220740535227,11023.595836358005,11023.595836358005,11023.595836358005,0.0,0.0,0.0,15425.565247948958
2011-01-24,13191.477796692292,9160.721401192757,42168.42293479142,13191.477796692292,13191.477796692292,12216.74831671843,12216.74831671843,12216.74831671843,2104.763423522141,2104.763423522141,2104.763423522141,10111.984893196288,10111.984893196288,10111.984893196288,0.0,0.0,0.0,25408.22611341072
2011-01-25,13267.765441258403,13473.613396769502,46351.26180676981,13267.765441258403,13267.765441258403,17385.032322109917,17385.032322109917,17385.032322109917,8322.779428046897,8322.779428046897,8322.779428046897,9062.252894063022,9062.252894063022,9062.252894063022,0.0,0.0,0.0,30652.79776336832
2011-01-26,13344.053085824517,11125.215273124972,43402.16003548367,13344.053085824517,13344.053085824517,13472.655781745116,13472.655781745116,13472.655781745116,5569.372579769831,5569.372579769831,5569.372579769831,7903.283201975287,7903.283201975287,7903.283201975287,0.0,0.0,0.0,26816.708867569632
2011-01-27,13420.340730390628,16062.70369868795,49244.062231284974,13420.340730390628,13420.340730390628,19330.04904222645,19330.04904222645,19330.04904222645,12663.882641597484,12663.882641597484,12663.882641597484,6666.166400628964,6666.166400628964,6666.166400628964,0.0,0.0,0.0,32750.389772617076
2011-01-28,13496.628374956743,6586.187291070806,38714.7510677883,13496.628374956743,13496.628374956743,8876.594058550394,8876.594058550394,8876.594058550394,3493.2599433917953,3493.2599433917953,3493.2599433917953,5383.334115158598,5383.334115158598,5383.334115158598,0.0,0.0,0.0,22373.222433507137
2011-01-29,13572.916019522854,-21897.99139256252,10035.907818980579,13572.916019522854,13572.916019522854,-19353.167907567396,-19353.167907567396,-19353.167907567396,-23440.83727575957,-23440.83727575957,-23440.83727575957,4087.6693681921734,4087.6693681921734,4087.6693681921734,0.0,0.0,0.0,-5780.251888044542
2011-01-30,13649.203664088966,-9405.485134138775,23843.204656311085,13649.203664088966,13649.203664088966,-5901.60280090764,-5901.60280090764,-5901.60280090764,-8713.22074056052,-8713.22074056052,-8713.22074056052,2811.61793965288,2811.61793965288,2811.61793965288,0.0,0.0,0.0,7747.600863181326
2011-01-31,13725.491305215828,1927.2685640973737,34637.618198538374,13725.491305215828,13725.491305215828,3691.088368859749,3691.088368859749,3691.088368859749,2104.7634235193627,2104.7634235193627,2104.7634235193627,1586.3249453403866,1586.3249453403866,1586.3249453403866,0.0,0.0,0.0,17416.579674075576
2011-02-01,13801.77894634269,7041.9634808586,37964.561059743166,13801.77894634269,13801.77894634269,8763.599356915596,8763.599356915596,8763.599356915596,8322.779428038144,8322.779428038144,8322.779428038144,440.81992887745236,440.81992887745236,440.81992887745236,0.0,0.0,0.0,22565.378303258287
2011-02-02,13878.066587469553,2616.06695888963,35196.57468566429,13878.066587469553,13878.066587469553,4970.64478358414,4970.64478358414,4970.64478358414,5569.372579781654,5569.372579781654,5569.372579781654,-598.7277961975145,-598.7277961975145,-598.7277961975145,0.0,0.0,0.0,18848.711371053694
2011-02-03,13954.35422859642,8504.955869247344,40834.98728184255,13954.35422859642,13954.35422859642,11154.218676066856,11154.218676066856,11154.218676066856,12663.882641534454,12663.882641534454,12663.882641534454,-1509.663965467596,-1509.663965467596,-1509.663965467596,0.0,0.0,0.0,25108.572904663277
2011-02-04,14030.641869723282,-702.7800649825277,30454.667901252422,14030.641869723282,14030.641869723282,1219.862513927859,1219.862513927859,1219.862513927859,3493.259943449572,3493.259943449572,3493.259943449572,-2273.3974295217126,-2273.3974295217126,-2273.3974295217126,0.0,0.0,0.0,15250.504383651141
2011-02-05,14106.929510850146,-28412.546067285486,4817.581105759212,14106.929510850146,14106.929510850146,-26316.664951285467,-26316.664951285467,-26316.664951285467,-23440.837275738068,-23440.837275738068,-23440.837275738068,-2875.8276755474,-2875.8276755474,-2875.8276755474,0.0,0.0,0.0,-12209.735440435321
2011-02-06,14183.217151977009,-14404.225211061392,19844.922308571164,14183.217151977009,14183.217151977009,-12020.862235775856,-12020.862235775856,-12020.862235775856,-8713.220740545925,-8713.220740545925,-8713.220740545925,-3307.6414952299315,-3307.6414952299315,-3307.6414952299315,0.0,0.0,0.0,2162.354916201153
2011-02-07,14259.504793103872,-2824.7995319373467,29909.439351248406,14259.504793103872,14259.504793103872,-1459.70880647995,-1459.70880647995,-1459.70880647995,2104.763423529781,2104.763423529781,2104.763423529781,-3564.472230009731,-3564.472230009731,-3564.472230009731,0.0,0.0,0.0,12799.795986623922
2011-02-08,14335.792434230734,4318.181860701702,35461.06569529124,14335.792434230734,14335.792434230734,4675.8605102079,4675.8605102079,4675.8605102079,8322.779428052361,8322.779428052361,8322.779428052361,-3646.9189178444603,-3646.9189178444603,-3646.9189178444603,0.0,0.0,0.0,19011.652944438632
2011-02-09,14412.080075357597,407.2434842217444,32563.048772791128,14412.080075357597,14412.080075357597,2008.9459786754212,2008.9459786754212,2008.9459786754212,5569.372579793475,5569.372579793475,5569.372579793475,-3560.4266011180544,-3560.4266011180544,-3560.4266011180544,0.0,0.0,0.0,16421.026054033016
2011-02-10,14488.367716484461,7553.691514554765,41893.10980658465,14488.367716484461,14488.367716484461,9348.849718836225,9348.849718836225,9348.849718836225,12663.882641527076,12663.882641527076,12663.882641527076,-3315.0329226908493,-3315.0329226908493,-3315.0329226908493,0.0,0.0,0.0,23837.217435320686
2011-02-11,14564.655357611324,-1999.1327657098668,31782.10821958316,14564.655357611324,14564.655357611324,568.2701152117717,568.2701152117717,568.2701152117717,3493.259943415039,3493.259943415039,3493.259943415039,-2924.989828203267,-2924.989828203267,-2924.989828203267,0.0,0.0,0.0,15132.925472823095
2011-02-12,14640.943009334622,-27326.071084751748,3598.980559873503,14640.943009334622,14640.943009334622,-25849.10988106691,-25849.10988106691,-25849.10988106691,-23440.837275747836,-23440.837275747836,-23440.837275747836,-2408.272605319078,-2408.272605319078,-2408.272605319078,0.0,0.0,0.0,-11208.166871732288
2011-02-13,14717.230661057923,-12548.148246175413,19288.66198942047,14717.230661057923,14717.230661057923,-10499.21227083154,-10499.21227083154,-10499.21227083154,-8713.220740531327,-8713.220740531327,-8713.220740531327,-1785.991530300212,-1785.991530300212,-1785.991530300212,0.0,0.0,0.0,4218.018390226383
2011-02-14,14793.518312781222,-1271.7608274085521,30809.99350668119,14793.518312781222,14793.518312781222,1023.0394469146449,1023.0394469146449,1023.0394469146449,2104.7634235402006,2104.7634235402006,2104.7634235402006,-1081.7239766255555,-1081.7239766255555,-1081.7239766255555,0.0,0.0,0.0,15816.557759695866
2011-02-15,14869.805964504523,5329.639028242331,39181.62694004319,14869.805964504523,14869.805964504523,8001.992528654305,8001.992528654305,8001.992528654305,8322.779428030342,8322.779428030342,8322.779428030342,-320.7868993760385,-320.7868993760385,-320.7868993760385,0.0,0.0,0.0,22871.79849315883
2011-02-16,14946.093616227821,2895.5903058415333,37243.40127359249,14946.093616227821,14946.093616227821,6039.901491008882,6039.901491008882,6039.901491008882,5569.372579762223,5569.372579762223,5569.372579762223,470.5289112466608,470.5289112466608,470.5289112466608,0.0,0.0,0.0,20985.995107236704
2011-02-17,15022.381267951121,12870.741785680699,44945.65938557194,15022.381267951121,15022.381267951121,13929.62319293196,13929.62319293196,13929.62319293196,12663.882641549162,12663.882641549162,12663.882641549162,1265.7405513827982,1265.7405513827982,1265.7405513827982,0.0,0.0,0.0,28952.00446088308
2011-02-18,15098.66891967442,5101.332228156173,37405.71848194691,15098.66891967442,15098.66891967442,5532.208162002995,5532.208162002995,5532.208162002995,3493.2599434024587,3493.2599434024587,3493.2599434024587,2038.9482186005364,2038.9482186005364,2038.9482186005364,0.0,0.0,0.0,20630.877081677412
2011-02-19,15174.956571397719,-21993.000182055614,11067.59402033436,15174.956571397719,15174.956571397719,-20675.255423470884,-20675.255423470884,-20675.255423470884,-23440.837275745864,-23440.837275745864,-23440.837275745864,2765.5818522749805,2765.5818522749805,2765.5818522749805,0.0,0.0,0.0,-5500.298852073165
2011-02-20,15251.244223121017,-7339.791990322386,27411.264254500627,15251.244223121017,15251.244223121017,-5290.122574000514,-5290.122574000514,-5290.122574000514,-8713.220740598135,-8713.220740598135,-8713.220740598135,3423.098166597621,3423.098166597621,3423.098166597621,0.0,0.0,0.0,9961.121649120503
2011-02-21,15327.531874844317,4374.531164834655,37698.1975905951,15327.531874844317,15327.531874844317,6096.372091028124,6096.372091028124,6096.372091028124,2104.7634235302016,2104.7634235302016,2104.7634235302016,3991.6086674979215,3991.6086674979215,3991.6086674979215,0.0,0.0,0.0,21423.90396587244
2011-02-22,15403.819526567619,11323.26901516635,45280.79100960786,15403.819526567619,15403.819526567619,12777.200834860934,12777.200834860934,12777.200834860934,8322.779428044558,8322.779428044558,8322.779428044558,4454.421406816375,4454.421406816375,4454.421406816375,0.0,0.0,0.0,28181.020361428553
2011-02-23,15480.107175678626,10001.193289675888,42209.8363891191,15480.107175678626,15480.107175678626,10367.854441678535,10367.854441678535,10367.854441678535,5569.372579774047,5569.372579774047,5569.372579774047,4798.481861904487,4798.481861904487,4798.481861904487,0.0,0.0,0.0,25847.961617357163
2011-02-24,15556.394824789639,17738.92543126683,48878.01132399474,15556.394824789639,15556.394824789639,17678.583999528866,17678.583999528866,17678.583999528866,12663.882641571248,12663.882641571248,12663.882641571248,5014.701357957619,5014.701357957619,5014.701357957619,0.0,0.0,0.0,33234.9788243185
2011-02-25,15632.682473900648,7472.0527317809165,41800.59809838024,15632.682473900648,15632.682473900648,8591.424728213879,8591.424728213879,8591.424728213879,3493.25994338988,3493.25994338988,3493.25994338988,5098.164784824,5098.164784824,5098.164784824,0.0,0.0,0.0,24224.107202114526
2011-02-26,15708.97012301166,-19568.7569983287,15804.33546194055,15708.97012301166,15708.97012301166,-18392.62437317255,-18392.62437317255,-18392.62437317255,-23440.83727574783,-23440.83727574783,-23440.83727574783,5048.2129025752765,5048.2129025752765,5048.2129025752765,0.0,0.0,0.0,-2683.654250160891
2011-02-27,15785.25777212267,-4164.774058352033,28372.402808894007,15785.25777212267,15785.25777212267,-3844.8225623445605,-3844.8225623445605,-3844.8225623445605,-8713.22074058354,-8713.22074058354,-8713.22074058354,4868.398178238979,4868.398178238979,4868.398178238979,0.0,0.0,0.0,11940.435209778108
2011-02-28,15861.54542123368,6067.495762589307,38706.48547480586,15861.54542123368,15861.54542123368,6671.080168515648,6671.080168515648,6671.080168515648,2104.7634235274218,2104.7634235274218,2104.7634235274218,4566.316744988227,4566.316744988227,4566.316744988227,0.0,0.0,0.0,22532.62558974933
2011-03-01,15937.833070344694,13167.083405853804,45487.10006101142,15937.833070344694,15937.833070344694,12476.102048539879,12476.102048539879,12476.102048539879,8322.779428035807,8322.779428035807,8322.779428035807,4153.322620504072,4153.322620504072,4153.322620504072,0.0,0.0,0.0,28413.935118884572
2011-03-02,16014.120719455703,8150.515167594557,41975.697046668676,16014.120719455703,16014.120719455703,9213.506242498052,9213.506242498052,9213.506242498052,5569.372579757679,5569.372579757679,5569.372579757679,3644.133662740373,3644.133662740373,3644.133662740373,0.0,0.0,0.0,25227.626961953756
2011-03-03,16090.408368566716,15319.288999455472,48402.54843294442,16090.408368566716,16090.408368566716,15720.224426186958,15720.224426186958,15720.224426186958,12663.882641563874,12663.882641563874,12663.882641563874,3056.3417846230845,3056.3417846230845,3056.3417846230845,0.0,0.0,0.0,31810.632794753674
2011-03-04,16166.696017677723,5451.813056157407,39265.486715207655,16166.696017677723,16166.696017677723,5903.102553101772,5903.102553101772,5903.102553101772,3493.259943425702,3493.259943425702,3493.259943425702,2409.842609676071,2409.842609676071,2409.842609676071,0.0,0.0,0.0,22069.798570779494
2011-03-05,16242.983666788736,-21428.414105744436,10196.371573985936,16242.983666788736,16242.983666788736,-21714.63532144517,-21714.63532144517,-21714.63532144517,-23440.83727574586,-23440.83727574586,-23440.83727574586,1726.201954300689,1726.201954300689,1726.201954300689,0.0,0.0,0.0,-5471.651654656434
